,West onshore wind,Houston solar,South solar,North onshore wind
0,0.27361939304952415,0.0,0.0,0.35879036571291456
1,0.3652258347530381,0.0,0.0,0.5703951896476889
2,0.6103041166223832,0.0,0.0,0.48023018462817924
3,0.4316917338908654,0.3402741599031822,0.3599987557798283,0.28698473799687474
4,0.5334012566093932,0.4192694048415721,0.42128792480048777,0.28762605056941054
5,0.4445956388178586,0.3667063501325745,0.35601461530937334,0.40907991350942025
6,0.48407104059767003,5.582219848452254e-17,5.734618924103228e-17,0.23515273259354588
7,0.08390157397568576,0.0,0.0,0.1637254561116157
8,0.34264452552628755,0.0,0.0,0.42632752877078284
9,0.5250170733917783,0.0,0.0,0.4263971065087937
10,0.35834315223736996,0.0,0.0,0.46057656764021654
11,0.6005508475636682,0.33416561049827886,0.34551697514079754,0.4506070492584973
12,0.5639057498890795,0.4930735609266873,0.46191516103077135,0.4089856633450638
13,0.34739045946396063,0.33280067122815843,0.34926527978183824,0.3280846763090408
14,0.3227739757364748,5.4529525911829376e-17,5.439530239217947e-17,0.4247038242499048
15,0.26294294684126,0.0,0.0,0.5172918799172219
16,0.31052330320398663,0.0,0.0,0.323359825646021
17,0.2714370234090713,0.0,0.0,0.29262190880513295
18,0.4587902513048598,0.0,0.0,0.3023971913204353
19,0.2790912804913195,0.3425215696450029,0.32578219576081197,0.33802290649259104
20,0.4762824348805814,0.5129478647410399,0.4910410019124038,0.4361689857091666
21,0.4575037995159877,0.3694113060959463,0.3211966319078692,0.18073317347060677
22,0.20736228587197414,5.705038822891301e-17,6.259478261967846e-17,0.41739976883359897
23,0.5196777904587967,0.0,0.0,0.42908723085557837
24,0.42522281021252,0.0,0.0,0.1940540447767098
25,0.4700448863510811,0.0,0.0,0.2971570405788343
26,0.34042176748791336,0.0,0.0,0.424256385626732
27,0.4873129960539061,0.35144504439793,0.3348961174992885,0.41072811117615443
28,0.5289276326143972,0.4528948546756341,0.5166455374676093,0.46825203446904967
29,0.3852142443061265,0.358150154911192,0.3153022863030567,0.3809614020549576
30,0.5740541266958339,5.55820968722212e-17,5.771202671973674e-17,0.5003388334484944
31,0.36948154769788794,0.0,0.0,0.332958144302226
32,0.4883062584766262,0.0,0.0,0.2759243797594033
33,0.42474176259284063,0.0,0.0,0.2890966952407995
34,0.4752062385882583,0.0,0.0,0.49020093623074046
35,0.25830765510349796,0.3319846508722321,0.34260952415978235,0.4284029960626668
36,0.45375945912410787,0.48547998188011426,0.47995400097259416,0.480025675375091
37,0.32194337174124854,0.32799678631290163,0.3324377043256949,0.4567531317898936
38,0.2895878478536099,5.572795243693358e-17,5.914210180075649e-17,0.17224269315499463
39,0.5398512003135729,0.0,0.0,0.25143262176463077
40,0.35320298617153306,0.0,0.0,0.27251750692738586
41,0.2954630313158147,0.0,0.0,0.3141867955641881
42,0.3810932550380733,0.0,0.0,0.37497088519130817
43,0.295748191521173,0.32446077402642287,0.37348544325965327,0.525708173875083
44,0.5603948646685878,0.4733923576699647,0.46171131185888525,0.5368546530873507
45,0.3262251399967128,0.36386300522374765,0.3397952246906367,0.36650413139306465
46,0.4275100043721349,6.0661920499148e-17,6.182501200375541e-17,0.34945192484529347
47,0.5014038858343969,0.0,0.0,0.29524984200763565
48,0.324903505884955,0.0,0.0,0.38383754373028234
49,0.44933422066930295,0.0,0.0,0.416384065715418
50,0.31433657538717774,0.0,0.0,0.49799273637784724
51,0.6707089343533927,0.3141720167126914,0.32460803137151345,0.5059758500402797
52,0.510983194339283,0.41499660542161754,0.4671587418181957,0.1871333757707156
53,0.3768713335659437,0.3099471056655689,0.31487628948113644,0.3808774826783125
54,0.29763540091753155,4.8361923789667227e-17,6.04849049565978e-17,0.5133287770954383
55,0.35473232215806166,0.0,0.0,0.32232048471153263
56,0.34124549489941036,0.0,0.0,0.4891680489708911
57,0.5917515259701094,0.0,0.0,0.3658118905690398
58,0.29511680178426486,0.0,0.0,0.43516262074995143
59,0.43993721289917903,0.33690560123932894,0.33076606915007867,0.3127680013302438
